"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"20 - 29","CH",202044,45383,343663,0.209,20.9,1045350,4341.42,32875.4,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,23.05
"20 - 29","CH",202045,40704,384367,0.197,19.7,1045350,3893.82,36769.22,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,23.48
"20 - 29","CH",202046,31997,416364,0.178,17.8,1045350,3060.89,39830.1,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,21.61
"20 - 29","CH",202047,27784,444148,0.176,17.6,1045350,2657.87,42487.97,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,19.29
"20 - 29","CH",202048,27260,471408,0.17,17,1045350,2607.74,45095.71,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,16.53
"20 - 29","CH",202049,27295,498703,0.166,16.6,1045350,2611.09,47706.8,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,16.61
"20 - 29","CH",202050,33161,531864,0.159,15.9,1045350,3172.24,50879.04,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,14.37
"20 - 29","CH",202051,39173,571037,0.163,16.3,1045350,3747.36,54626.39,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,11.66
"20 - 29","CH",202052,33370,604407,0.163,16.3,1045350,3192.23,57818.63,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,11.64
"20 - 29","CH",202053,25978,630385,0.175,17.5,1045350,2485.1,60303.73,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,15.67
"20 - 29","CH",202101,30542,660927,0.183,18.3,1045350,2921.7,63225.43,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,13.83
"20 - 29","CH",202102,19379,680306,0.2,20,1045350,1853.83,65079.26,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,10.75
"30 - 39","CH",202009,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202010,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202011,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202012,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202013,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202014,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202015,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202016,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202017,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202018,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202019,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202020,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202021,NA,NA,NA,NA,1229176,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"30 - 39","CH",202022,3801,3801,0.144,14.4,1229176,309.23,309.23,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.61
"30 - 39","CH",202023,3741,7542,0.146,14.6,1229176,304.35,613.58,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.51
"30 - 39","CH",202024,5454,12996,0.153,15.3,1229176,443.71,1057.29,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.57
"30 - 39","CH",202025,7882,20878,0.163,16.3,1229176,641.24,1698.54,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.38
"30 - 39","CH",202026,9820,30698,0.171,17.1,1229176,798.91,2497.45,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.73
"30 - 39","CH",202027,11510,42208,0.165,16.5,1229176,936.4,3433.85,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.27
"30 - 39","CH",202028,9764,51972,0.198,19.8,1229176,794.35,4228.2,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.53
"30 - 39","CH",202029,8837,60809,0.208,20.8,1229176,718.94,4947.14,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.99
"30 - 39","CH",202030,7257,68066,0.204,20.4,1229176,590.4,5537.53,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.65
"30 - 39","CH",202031,7468,75534,0.2,20,1229176,607.56,6145.09,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.04
"30 - 39","CH",202032,7845,83379,0.203,20.3,1229176,638.23,6783.32,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,3.15
"30 - 39","CH",202033,8417,91796,0.202,20.2,1229176,684.77,7468.09,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,3.92
"30 - 39","CH",202034,11141,102937,0.194,19.4,1229176,906.38,8374.47,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.8
"30 - 39","CH",202035,15076,118013,0.205,20.5,1229176,1226.51,9600.98,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,3.05
"30 - 39","CH",202036,18441,136454,0.212,21.2,1229176,1500.27,11101.26,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,3.05
"30 - 39","CH",202037,18292,154746,0.202,20.2,1229176,1488.15,12589.41,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,3.24
"30 - 39","CH",202038,16204,170950,0.192,19.2,1229176,1318.28,13907.69,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,3.76
"30 - 39","CH",202039,12842,183792,0.189,18.9,1229176,1044.76,14952.46,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.81
"30 - 39","CH",202040,13499,197291,0.199,19.9,1229176,1098.22,16050.67,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.67
"30 - 39","CH",202041,18210,215501,0.204,20.4,1229176,1481.48,17532.15,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,9.17
"30 - 39","CH",202042,25678,241179,0.203,20.3,1229176,2089.04,19621.19,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,13.79
"30 - 39","CH",202043,35023,276202,0.198,19.8,1229176,2849.31,22470.5,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,20.92
"30 - 39","CH",202044,40783,316985,0.188,18.8,1229176,3317.91,25788.41,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,24.59
"30 - 39","CH",202045,38477,355462,0.186,18.6,1229176,3130.31,28918.72,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,24.04
"30 - 39","CH",202046,33936,389398,0.189,18.9,1229176,2760.87,31679.6,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,20.97
"30 - 39","CH",202047,30133,419531,0.191,19.1,1229176,2451.48,34131.08,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,17.43
"30 - 39","CH",202048,30596,450127,0.191,19.1,1229176,2489.15,36620.22,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,15.02
"30 - 39","CH",202049,31833,481960,0.194,19.4,1229176,2589.78,39210.01,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,14.88
"30 - 39","CH",202050,40450,522410,0.194,19.4,1229176,3290.82,42500.83,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,12.57
"30 - 39","CH",202051,51632,574042,0.214,21.4,1229176,4200.54,46701.37,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,9.69
"30 - 39","CH",202052,46057,620099,0.225,22.5,1229176,3746.98,50448.35,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,9.29
"30 - 39","CH",202053,29609,649708,0.199,19.9,1229176,2408.85,52857.2,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,14.02
"30 - 39","CH",202101,31129,680837,0.187,18.7,1229176,2532.51,55389.71,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,12.65
"30 - 39","CH",202102,17246,698083,0.178,17.8,1229176,1403.05,56792.76,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,10.85
"40 - 49","CH",202009,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202010,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202011,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202012,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202013,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202014,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202015,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202016,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202017,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202018,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202019,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202020,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202021,NA,NA,NA,NA,1198325,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"40 - 49","CH",202022,3307,3307,0.126,12.6,1198325,275.97,275.97,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.94
"40 - 49","CH",202023,3249,6556,0.127,12.7,1198325,271.13,547.1,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.46
"40 - 49","CH",202024,4537,11093,0.127,12.7,1198325,378.61,925.71,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.62
"40 - 49","CH",202025,6427,17520,0.133,13.3,1198325,536.33,1462.04,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.34
"40 - 49","CH",202026,8518,26038,0.149,14.9,1198325,710.83,2172.87,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.79
"40 - 49","CH",202027,9308,35346,0.133,13.3,1198325,776.75,2949.62,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.11
"40 - 49","CH",202028,7544,42890,0.153,15.3,1198325,629.55,3579.16,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.5
"40 - 49","CH",202029,6404,49294,0.15,15,1198325,534.41,4113.58,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,2.19
"40 - 49","CH",202030,5395,54689,0.152,15.2,1198325,450.21,4563.79,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.43
"40 - 49","CH",202031,5312,60001,0.142,14.2,1198325,443.29,5007.07,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.5
"40 - 49","CH",202032,5568,65569,0.144,14.4,1198325,464.65,5471.72,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,2.98
"40 - 49","CH",202033,6033,71602,0.145,14.5,1198325,503.45,5975.17,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,3.33
"40 - 49","CH",202034,8024,79626,0.14,14,1198325,669.6,6644.77,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.24
"40 - 49","CH",202035,10715,90341,0.146,14.6,1198325,894.16,7538.94,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.88
"40 - 49","CH",202036,13218,103559,0.152,15.2,1198325,1103.04,8641.98,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,2.91
"40 - 49","CH",202037,13588,117147,0.15,15,1198325,1133.92,9775.9,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,3.95
"40 - 49","CH",202038,12990,130137,0.154,15.4,1198325,1084.01,10859.91,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,4.13
"40 - 49","CH",202039,10191,140328,0.15,15,1198325,850.44,11710.35,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.95
"40 - 49","CH",202040,10113,150441,0.149,14.9,1198325,843.93,12554.27,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,5.54
"40 - 49","CH",202041,13074,163515,0.146,14.6,1198325,1091.02,13645.3,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,10.69
"40 - 49","CH",202042,19022,182537,0.15,15,1198325,1587.38,15232.68,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,16.87
"40 - 49","CH",202043,27519,210056,0.155,15.5,1198325,2296.46,17529.13,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,23.8
"40 - 49","CH",202044,33574,243630,0.155,15.5,1198325,2801.74,20330.88,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,27.56
"40 - 49","CH",202045,32985,276615,0.16,16,1198325,2752.59,23083.47,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,27.8
"40 - 49","CH",202046,28954,305569,0.161,16.1,1198325,2416.21,25499.68,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,23.99
"40 - 49","CH",202047,25193,330762,0.16,16,1198325,2102.35,27602.03,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,20.34
"40 - 49","CH",202048,25064,355826,0.157,15.7,1198325,2091.59,29693.61,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,16.62
"40 - 49","CH",202049,26092,381918,0.159,15.9,1198325,2177.37,31870.99,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,16.94
"40 - 49","CH",202050,33551,415469,0.161,16.1,1198325,2799.82,34670.81,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,14.7
"40 - 49","CH",202051,40629,456098,0.169,16.9,1198325,3390.48,38061.29,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,11.85
"40 - 49","CH",202052,36194,492292,0.176,17.6,1198325,3020.38,41081.68,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,11.08
"40 - 49","CH",202053,23236,515528,0.156,15.6,1198325,1939.04,43020.72,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,16.53
"40 - 49","CH",202101,25359,540887,0.152,15.2,1198325,2116.2,45136.92,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,14.06
"40 - 49","CH",202102,14215,555102,0.146,14.6,1198325,1186.24,46323.16,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,12.08
"50 - 59","CH",202009,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202010,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202011,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202012,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202013,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202014,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202015,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202016,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202017,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202018,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202019,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202020,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202021,NA,NA,NA,NA,1292837,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"50 - 59","CH",202022,3433,3433,0.13,13,1292837,265.54,265.54,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.99
"50 - 59","CH",202023,2973,6406,0.116,11.6,1292837,229.96,495.5,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.71
"50 - 59","CH",202024,3560,9966,0.1,10,1292837,275.36,770.86,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,1.1
"50 - 59","CH",202025,4225,14191,0.088,8.8,1292837,326.8,1097.66,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.64
"50 - 59","CH",202026,5468,19659,0.095,9.5,1292837,422.95,1520.61,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.95
"50 - 59","CH",202027,6850,26509,0.098,9.8,1292837,529.84,2050.45,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.45
"50 - 59","CH",202028,5874,32383,0.119,11.9,1292837,454.35,2504.8,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.87
"50 - 59","CH",202029,5310,37693,0.125,12.5,1292837,410.72,2915.53,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,2.13
"50 - 59","CH",202030,4603,42296,0.13,13,1292837,356.04,3271.56,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.59
