"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"Unbekannt","CHFL",202040,21,255,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,4.76
"Unbekannt","CHFL",202041,16,271,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"Unbekannt","CHFL",202042,23,294,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,8.7
"Unbekannt","CHFL",202043,51,345,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,11.76
"Unbekannt","CHFL",202044,111,456,0.001,0.1,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,20.72
"Unbekannt","CHFL",202045,46,502,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,21.74
"Unbekannt","CHFL",202046,22,524,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,9.09
"Unbekannt","CHFL",202047,27,551,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,18.52
"Unbekannt","CHFL",202048,24,575,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,4.17
"Unbekannt","CHFL",202049,22,597,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,18.18
"Unbekannt","CHFL",202050,51,648,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,7.84
"Unbekannt","CHFL",202051,44,692,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,13.64
"Unbekannt","CHFL",202052,29,721,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,10.34
"Unbekannt","CHFL",202053,16,737,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,31.25
"Unbekannt","CHFL",202101,52,789,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,7.69
"Unbekannt","CHFL",202102,7,796,0,0,NA,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202009,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202010,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202011,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202012,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202013,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202014,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202015,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202016,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202017,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202018,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202019,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202020,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202021,NA,NA,NA,NA,71486,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202022,198,198,0.123,12.3,71486,276.98,276.98,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.51
"0 - 9","AG",202023,252,450,0.151,15.1,71486,352.52,629.49,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202024,429,879,0.185,18.5,71486,600.12,1229.61,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.23
"0 - 9","AG",202025,486,1365,0.152,15.2,71486,679.85,1909.46,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.21
"0 - 9","AG",202026,296,1661,0.076,7.6,71486,414.07,2323.53,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202027,214,1875,0.039,3.9,71486,299.36,2622.89,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202028,179,2054,0.05,5,71486,250.4,2873.29,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.68
"0 - 9","AG",202029,134,2188,0.047,4.7,71486,187.45,3060.74,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,0.75
"0 - 9","AG",202030,82,2270,0.035,3.5,71486,114.71,3175.45,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,1.22
"0 - 9","AG",202031,95,2365,0.044,4.4,71486,132.89,3308.34,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202032,103,2468,0.041,4.1,71486,144.08,3452.42,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202033,170,2638,0.057,5.7,71486,237.81,3690.23,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202034,322,2960,0.078,7.8,71486,450.44,4140.67,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,0.31
"0 - 9","AG",202035,485,3445,0.087,8.7,71486,678.45,4819.13,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,0.41
"0 - 9","AG",202036,416,3861,0.064,6.4,71486,581.93,5401.06,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,0.72
"0 - 9","AG",202037,278,4139,0.047,4.7,71486,388.89,5789.94,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,0.36
"0 - 9","AG",202038,188,4327,0.034,3.4,71486,262.99,6052.93,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,0.53
"0 - 9","AG",202039,166,4493,0.037,3.7,71486,232.21,6285.15,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AG",202040,71,4564,0.019,1.9,71486,99.32,6384.47,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"0 - 9","AG",202041,48,4612,0.01,1,71486,67.15,6451.61,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"0 - 9","AG",202042,96,4708,0.013,1.3,71486,134.29,6585.9,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,12.5
"0 - 9","AG",202043,214,4922,0.02,2,71486,299.36,6885.26,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,6.07
"0 - 9","AG",202044,288,5210,0.021,2.1,71486,402.88,7288.14,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,11.46
"0 - 9","AG",202045,264,5474,0.02,2,71486,369.3,7657.44,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,7.95
"0 - 9","AG",202046,185,5659,0.016,1.6,71486,258.79,7916.24,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,12.43
"0 - 9","AG",202047,217,5876,0.019,1.9,71486,303.56,8219.79,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,15.67
"0 - 9","AG",202048,252,6128,0.02,2,71486,352.52,8572.31,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,10.71
"0 - 9","AG",202049,207,6335,0.016,1.6,71486,289.57,8861.88,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,14.98
"0 - 9","AG",202050,298,6633,0.02,2,71486,416.86,9278.74,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,16.78
"0 - 9","AG",202051,391,7024,0.023,2.3,71486,546.96,9825.7,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,8.95
"0 - 9","AG",202052,242,7266,0.016,1.6,71486,338.53,10164.23,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,11.57
"0 - 9","AG",202053,142,7408,0.013,1.3,71486,198.64,10362.87,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,16.2
"0 - 9","AG",202101,176,7584,0.015,1.5,71486,246.2,10609.07,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,13.07
"0 - 9","AG",202102,114,7698,0.016,1.6,71486,159.47,10768.54,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,13.16
"0 - 9","AI",202009,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202010,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202011,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202012,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202013,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202014,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202015,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202016,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202017,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202018,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202019,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202020,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202021,NA,NA,NA,NA,1763,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202022,0,0,0,0,1763,0,0,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202023,0,0,0,0,1763,0,0,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202024,2,2,0.087,8.7,1763,113.44,113.44,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202025,4,6,0.105,10.5,1763,226.89,340.33,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202026,4,10,0.059,5.9,1763,226.89,567.21,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202027,0,10,0,0,1763,0,567.21,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202028,1,11,0.018,1.8,1763,56.72,623.94,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202029,0,11,0,0,1763,0,623.94,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202030,0,11,0,0,1763,0,623.94,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202031,0,11,0,0,1763,0,623.94,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202032,0,11,0,0,1763,0,623.94,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202033,4,15,0.067,6.7,1763,226.89,850.82,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202034,2,17,0.028,2.8,1763,113.44,964.27,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202035,3,20,0.038,3.8,1763,170.16,1134.43,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202036,4,24,0.044,4.4,1763,226.89,1361.32,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202037,1,25,0.012,1.2,1763,56.72,1418.04,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202038,2,27,0.019,1.9,1763,113.44,1531.48,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202039,3,30,0.047,4.7,1763,170.16,1701.64,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AI",202040,2,32,0.021,2.1,1763,113.44,1815.09,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"0 - 9","AI",202041,0,32,0,0,1763,0,1815.09,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"0 - 9","AI",202042,1,33,0.005,0.5,1763,56.72,1871.81,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,100
"0 - 9","AI",202043,0,33,0,0,1763,0,1871.81,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"0 - 9","AI",202044,4,37,0.012,1.2,1763,226.89,2098.7,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"0 - 9","AI",202045,6,43,0.025,2.5,1763,340.33,2439.02,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"0 - 9","AI",202046,1,44,0.004,0.4,1763,56.72,2495.75,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"0 - 9","AI",202047,2,46,0.011,1.1,1763,113.44,2609.19,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,50
"0 - 9","AI",202048,0,46,0,0,1763,0,2609.19,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"0 - 9","AI",202049,2,48,0.009,0.9,1763,113.44,2722.63,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"0 - 9","AI",202050,1,49,0.004,0.4,1763,56.72,2779.35,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,NA
"0 - 9","AI",202051,3,52,0.015,1.5,1763,170.16,2949.52,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-51",TRUE,TRUE,TRUE,TRUE,FALSE,66.67
"0 - 9","AI",202052,2,54,0.011,1.1,1763,113.44,3062.96,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-52",TRUE,TRUE,TRUE,TRUE,FALSE,NA
"0 - 9","AI",202053,2,56,0.014,1.4,1763,113.44,3176.4,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-53",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"0 - 9","AI",202101,1,57,0.005,0.5,1763,56.72,3233.13,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,TRUE,NA
"0 - 9","AI",202102,0,57,0,0,1763,0,3233.13,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2021-02",FALSE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202009,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202010,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202011,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202012,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202013,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202014,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202015,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202016,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202017,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202018,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202019,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202020,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202021,NA,NA,NA,NA,5944,NA,NA,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202022,3,3,0.033,3.3,5944,50.47,50.47,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202023,9,12,0.097,9.7,5944,151.41,201.88,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202024,15,27,0.122,12.2,5944,252.36,454.24,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202025,21,48,0.116,11.6,5944,353.3,807.54,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202026,14,62,0.045,4.5,5944,235.53,1043.07,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202027,4,66,0.01,1,5944,67.29,1110.36,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202028,6,72,0.024,2.4,5944,100.94,1211.31,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202029,2,74,0.01,1,5944,33.65,1244.95,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"0 - 9","AR",202030,1,75,0.008,0.8,5944,16.82,1261.78,"COVID19Test","altersklasse_covid19","2021-01-15_07-50-56","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,NA
